"id","profile_url","first_name","last_name","gender","birth_date","education","picture","party","election_list","list_won","top_id","agw_id","education_category"
1275,"https://www.abgeordnetenwatch.de/profile/katrin-albsteiger","Katrin","Albsteiger","female","1983-11-20","Diplom-Politologin","http://www.bundestag.de/blueprint/servlet/image/240732/Hochformat__2x3/177/265/d5ea814227e88f49a525e257aceb0133/lQ/albsteiger_katrin_gross.jpg","CSU","Landesliste Bayern","false",NULL,"353fc716-0dfd-41e5-a1ed-43ce20d85aae",NULL
1276,"https://www.abgeordnetenwatch.de/profile/valerie-wilms","Valerie","Wilms","female","1954-01-22","Diplom-Ingenieurin","http://www.bundestag.de/blueprint/servlet/image/241800/Hochformat__2x3/177/265/9595d93c9eccd2563b92876171d032e3/gs/wilms_valerie_gross.jpg","DIE GRÜNEN","Landesliste Schleswig-Holstein","false",NULL,"8c02b35b-57eb-4d22-9ea8-daa6bae7c698",NULL
1277,"https://www.abgeordnetenwatch.de/profile/peter-wichtel","Peter","Wichtel","male","1949-01-05","Kaufmännischer Angestellter","http://www.bundestag.de/blueprint/servlet/image/241794/Hochformat__2x3/177/265/10b6e4ba09b3267b0316b959fd3f495c/vx/wichtel_heinz_peter_gross.jpg","CDU","Landesliste Hessen","true",NULL,"c6197a70-52a4-46d4-9686-255cddb2caac",NULL
1278,"https://www.abgeordnetenwatch.de/profile/halina-wawzyniak","Halina","Wawzyniak","female","1973-07-17","Juristin","http://www.bundestag.de/blueprint/servlet/image/241804/Hochformat__2x3/177/265/1df6bc5a1d9c8f2887c79b926aee81bb/DB/wawzyniak_halina_gross.jpg","DIE LINKE","Landesliste Berlin","false",NULL,"1d334009-d2fd-4912-a7ff-6c2029205fbf",NULL
1279,"https://www.abgeordnetenwatch.de/profile/matern-von-marschall","Matern von","Marschall","male","1962-08-03","Verleger","http://www.bundestag.de/blueprint/servlet/image/241744/Hochformat__2x3/177/265/7b70a0de9f99ac4c91fe34ec1193bd98/Pf/von_marschall_matern_gross.jpg","CDU","Landesliste Baden-Württemberg","true",NULL,"f38edddc-7008-4dcd-8365-66a3edc0627d",NULL
1280,"https://www.abgeordnetenwatch.de/profile/jan-van-aken","Jan","van Aken","male","1961-05-01","Biologe","http://www.bundestag.de/blueprint/servlet/image/240714/Hochformat__2x3/177/265/83abda4f387877a2b5eeedbfd81e8eba/Yc/aken_jan_gross.jpg","DIE LINKE","Landesliste Hamburg","false",NULL,"2b78e287-b0bd-4432-bf1a-66c44d3a685c",NULL
1281,"https://www.abgeordnetenwatch.de/profile/azize-tank","Azize","Tank","female","1950-01-01","Migrantenbeauftragte a.D.","http://www.bundestag.de/blueprint/servlet/image/242040/Hochformat__2x3/177/265/7177384ebbfa49f4c10e2518573974a0/iU/tank_azize_gross.jpg","DIE LINKE","Landesliste Berlin","false",NULL,"1d334009-d2fd-4912-a7ff-6c2029205fbf",NULL
1282,"https://www.abgeordnetenwatch.de/profile/carola-stauche","Carola","Stauche","female","1952-05-10","Chemiefacharbeiterin, Verwaltungsfachwirtin","http://www.bundestag.de/blueprint/servlet/image/241556/Hochformat__2x3/177/265/200021bf10b0edc60799776f8b4de33b/nk/stauche_carola_gross.jpg","CDU","Landesliste Thüringen","true",NULL,"71f8196b-d4ce-4624-879a-47e92523adef",NULL
1283,"https://www.abgeordnetenwatch.de/profile/michael-schlecht","Michael","Schlecht","male","1951-06-25","Gewerkschaftssekretär, Volkswirt","http://www.bundestag.de/blueprint/servlet/image/241604/Hochformat__2x3/177/265/a6f8b5a0eb005b5abe188c7cac699c87/oM/schlecht_michael_gross.jpg","DIE LINKE","Landesliste Baden-Württemberg","false",NULL,"f38edddc-7008-4dcd-8365-66a3edc0627d",NULL
1284,"https://www.abgeordnetenwatch.de/profile/jeannine-pflugradt","Jeannine","Pflugradt","female","1973-07-16","Industriekauffrau","http://www.bundestag.de/blueprint/servlet/image/241466/Hochformat__2x3/177/265/20b031cc5acbab511a5b5a3aab2cedeb/sr/pflugradt_jeannine_gross.jpg","SPD","Landesliste Mecklenburg-Vorpommern","false",NULL,"25619983-d98f-47f3-bf8b-82c1c2aabc07",NULL
1285,"https://www.abgeordnetenwatch.de/profile/wilfried-lorenz","Wilfried","Lorenz","male","1942-09-17","Kaufmann, Oberstleutnant a.D.","http://www.bundestag.de/blueprint/servlet/image/241328/Hochformat__2x3/177/265/1dc883e30a24b2ea7b9070ad64d71348/ZN/lorenz_wilfried_gross.jpg","CDU","Landesliste Niedersachsen","false",NULL,"a1d9719d-00bb-4b14-a813-41d3e6a939c7",NULL
1286,"https://www.abgeordnetenwatch.de/profile/matthias-lietz","Matthias","Lietz","male","1953-03-12","Diplom-Ingenieur","http://www.bundestag.de/blueprint/servlet/image/241276/Hochformat__2x3/177/265/7f516b5e47fb29bd627de8e4bf779aa4/dS/lietz_matthias_gross.jpg","CDU","Landesliste Mecklenburg-Vorpommern","true",NULL,"25619983-d98f-47f3-bf8b-82c1c2aabc07",NULL
1287,"https://www.abgeordnetenwatch.de/profile/dr-philipp-lengsfeld","Philipp","Lengsfeld","male","1972-03-21","Physiker","http://www.bundestag.de/blueprint/servlet/image/242030/Hochformat__2x3/177/265/2f3e55e7db785c1b308bedc1c47b7cab/Hc/lengsfeld_philipp_gross.jpg","CDU","Landesliste Berlin","false",NULL,"1d334009-d2fd-4912-a7ff-6c2029205fbf",NULL
1288,"https://www.abgeordnetenwatch.de/profile/bettina-kudla","Bettina","Kudla","female","1962-07-20","Wirtschaftsprüferin","http://www.bundestag.de/blueprint/servlet/image/241186/Hochformat__2x3/177/265/65dd91a5d93cdd555fd5e01d3f6fc4a0/oH/kudla_bettina_gross.jpg","CDU","Landesliste Sachsen","true",NULL,"99a00e64-de99-4e61-ab6b-67df71d8b34e",NULL
1289,"https://www.abgeordnetenwatch.de/profile/tom-koenigs","Tom","Koenigs","male","1944-01-25","Betriebswirt","http://www.bundestag.de/blueprint/servlet/image/241236/Hochformat__2x3/177/265/d4b565076fe9405ff57d38042b42ac42/gL/koenigs_tom_gross.jpg","DIE GRÜNEN","Landesliste Hessen","false",NULL,"c6197a70-52a4-46d4-9686-255cddb2caac",NULL
1290,"https://www.abgeordnetenwatch.de/profile/karl-heinz-charles-m-huber","Karl-Heinz (Charles M.)","Huber","male","1956-12-03","Zahntechniker, Filmschaffender, Autor, Berater für Afrikafragen","http://www.bundestag.de/blueprint/servlet/image/242060/Hochformat__2x3/177/265/b028836939be0f7960dd6cfc4ffb77e2/XW/huber_charles_gross.jpg","CDU","Landesliste Hessen","false",NULL,"c6197a70-52a4-46d4-9686-255cddb2caac",NULL
1291,"https://www.abgeordnetenwatch.de/profile/jorg-hellmuth","Jörg","Hellmuth","male","1957-09-20","Diplom-Agraringenieur","http://www.bundestag.de/blueprint/servlet/image/241894/Hochformat__2x3/177/265/67590008e29164bc3168fdcf35cd821a/Af/hellmuth_joerg_gross.jpg","CDU","Landesliste Sachsen-Anhalt","true",NULL,"de61bc0b-64ea-49a5-bf04-e4d4c8d06dc9",NULL
1292,"https://www.abgeordnetenwatch.de/profile/ulrike-gottschalck","Ulrike","Gottschalck","female","1955-11-08","Kinderpflegerin","http://www.bundestag.de/blueprint/servlet/image/240958/Hochformat__2x3/177/265/6c6ca09cdbd1800fbfad6b43fb6470d2/pk/gottschalck_ulrike_gross.jpg","SPD","Landesliste Hessen","true",NULL,"c6197a70-52a4-46d4-9686-255cddb2caac","Sozialpädagoge*in / Sozialarbeiter*in"
1293,"https://www.abgeordnetenwatch.de/profile/wolfgang-gehrcke","Wolfgang","Gehrcke","male","1943-09-08","Verwaltungsangestellter","http://www.bundestag.de/blueprint/servlet/image/240998/Hochformat__2x3/177/265/e403fa31dbd5ead44579249a2d05f527/qI/gehrcke_wolfgang_gross.jpg","DIE LINKE","Landesliste Hessen","false",NULL,"c6197a70-52a4-46d4-9686-255cddb2caac",NULL
1294,"https://www.abgeordnetenwatch.de/profile/alexandra-dinges-dierig","Alexandra","Dinges-Dierig","female","1953-02-17","Dipl. Volkswirtin","http://www.bundestag.de/blueprint/servlet/image/240886/Hochformat__2x3/177/265/8d2c7a2aea62835827942e9c8b4e807b/Ic/dinges-dierig_alexandra_gross.jpg","CDU","Landesliste Schleswig-Holstein","false",NULL,"8c02b35b-57eb-4d22-9ea8-daa6bae7c698",NULL
1295,"https://www.abgeordnetenwatch.de/profile/petra-crone","Petra","Crone","female","1950-07-03","Sozialwissenschaftlerin","http://www.bundestag.de/blueprint/servlet/image/240844/Hochformat__2x3/177/265/24887d5a4fd42c3533e9c88d233da8ee/OX/crone_petra_gross.jpg","SPD","Landesliste Nordrhein-Westfalen","false",NULL,"b374691b-ddd5-4c4c-a478-dc15126ccab5",NULL
1296,"https://www.abgeordnetenwatch.de/profile/heinz-joachim-barchmann","Heinz-Joachim","Barchmann","male","1950-11-17","Gewerkschaftssekretär","http://www.bundestag.de/blueprint/servlet/image/240778/Hochformat__2x3/177/265/c2787967591d3a6535853f267fe87ba2/wd/barchmann_achim_gross.jpg","SPD","Landesliste Niedersachsen","false",NULL,"a1d9719d-00bb-4b14-a813-41d3e6a939c7",NULL
1297,"https://www.abgeordnetenwatch.de/profile/waldemar-westermayer","Waldemar","Westermayer","male","1953-08-04","Landwirtschaftsmeister","http://www.bundestag.de/blueprint/servlet/image/286778/Hochformat__2x3/177/265/705ea65422471c5dad7bb243e9a28295/xM/westermayer_waldemar_gross.jpg","CDU","Landesliste Baden-Württemberg","false",NULL,"f38edddc-7008-4dcd-8365-66a3edc0627d",NULL
1298,"https://www.abgeordnetenwatch.de/profile/iris-eberl","Iris","Eberl","female","1958-07-21","Studium der Mathematik und Wirtschaftswissenschaften","http://www.bundestag.de/blueprint/servlet/image/383494/Hochformat__2x3/177/265/3528662c13222c016e9e29aa65add826/cR/eberl_iris_gross.jpg","CSU","Landesliste Bayern","false",NULL,"353fc716-0dfd-41e5-a1ed-43ce20d85aae",NULL
1299,"https://www.abgeordnetenwatch.de/profile/iris-ripsam","Iris","Ripsam","female","1959-04-27","Finanzwirtin","http://www.bundestag.de/blueprint/servlet/image/428986/Hochformat__2x3/177/265/2f214787aa0ae7b9fa82c792b037e7b7/WM/ripsam_iris_gross.jpg","CDU","Landesliste Baden-Württemberg","false",NULL,"f38edddc-7008-4dcd-8365-66a3edc0627d",NULL
1300,"https://www.abgeordnetenwatch.de/profile/karl-heinz-wange","Karl-Heinz","Wange","male","1946-04-01","Studium zum Maschinenbautechniker und Wirtschaftsingenieur","http://www.bundestag.de/blueprint/servlet/image/437410/Hochformat__2x3/177/265/396f3ff29b9a412ac3599a0b0ca8cc71/Yw/wange_karl-heinz_gross.jpg","CDU","Landesliste Nordrhein-Westfalen","false",NULL,"b374691b-ddd5-4c4c-a478-dc15126ccab5",NULL
1301,"https://www.abgeordnetenwatch.de/profile/rainer-hajek","Rainer","Hajek","male","1945-01-25","Betriebswirt","http://www.bundestag.de/blueprint/servlet/image/479582/Hochformat__2x3/177/265/8c3181a4aedc022f2360b260741483a5/uf/hajek_rainer_gross.jpg","CDU",NULL,"false",NULL,NULL,NULL
1302,"https://www.abgeordnetenwatch.de/profile/dr-mathias-edwin-hoschel","Mathias Edwin","Höschel","male","1967-03-29","Fachzahnarzt für Kierferorthopädie","http://www.bundestag.de/blueprint/servlet/image/484080/Hochformat__2x3/177/265/90b5f156ccb0e43b0cfb5bbb757e4d52/gL/hoeschel_mathias_edwin_gross.jpg","CDU",NULL,"false",NULL,NULL,NULL
1303,"https://www.abgeordnetenwatch.de/profile/elisabeth-motschmann","Elisabeth","Motschmann","female","1952-10-13","Studium der Theologie, Romanistik und Pädagogik","http://www.bundestag.de/blueprint/servlet/image/241344/Hochformat__2x3/177/265/4ba033b9964e24bc57f350e0ff8685c5/Oy/motschmann_elisabeth_gross.jpg","CDU","Landesliste Bremen","false",NULL,"f86c37c2-c235-4808-b6e3-4cd06f403cb9",NULL
1304,"https://www.abgeordnetenwatch.de/profile/annette-widmann-mauz","Annette","Widmann-Mauz","female","1966-06-13","Studium der Politik- und Rechtswissenschaften","http://www.bundestag.de/blueprint/servlet/image/241788/Hochformat__2x3/177/265/cfcbde29d1a336f911f453429591e42b/fD/widmann_mauz_annette_gross.jpg","CDU","Landesliste Baden-Württemberg","true",NULL,"f38edddc-7008-4dcd-8365-66a3edc0627d",NULL
1305,"https://www.abgeordnetenwatch.de/profile/katrin-werner","Katrin","Werner","female","1973-05-25","Kauffrau im Einzelhandel","http://www.bundestag.de/blueprint/servlet/image/241754/Hochformat__2x3/177/265/c09c8a88692f5bba3667c37cef3414c/sS/werner_katrin_gross.jpg","DIE LINKE","Landesliste Rheinland-Pfalz","false",NULL,"c0b47b07-a59a-4b39-8fb5-6ac52bb8ee92",NULL
1306,"https://www.abgeordnetenwatch.de/profile/michaela-engelmeier","Michaela","Engelmeier","female","1960-10-10","Staatl. geprüfte und anerkannte Erzieherin, Judolehrerin","http://www.bundestag.de/blueprint/servlet/image/240894/Hochformat__2x3/177/265/7512523db1980ee99e04b40139235a38/Ax/engelmeier_michaela_gross.jpg","SPD","Landesliste Nordrhein-Westfalen","false",NULL,"b374691b-ddd5-4c4c-a478-dc15126ccab5",NULL
1307,"https://www.abgeordnetenwatch.de/profile/thomas-jepsen","Thomas","Jepsen","male","1973-03-19","Immobilienmakler","http://www.bundestag.de/blueprint/servlet/image/514316/Hochformat__2x3/177/265/9546829e9f6bce5758704efd16dabeab/Ob/jepsen_thomas_gross.jpg","CDU","Landesliste Schleswig-Holstein","false",NULL,"8c02b35b-57eb-4d22-9ea8-daa6bae7c698",NULL
1308,"https://www.abgeordnetenwatch.de/profile/dr-jens-zimmermann-0","Jens","Zimmermann","male","1981-09-09","Diplom-Kaufmann","http://www.bundestag.de/blueprint/servlet/image/242382/Hochformat__2x3/177/265/8753667d2532b94b0dcd75e5703779f3/nT/zimmermann_jens_gross.jpg","SPD","Landesliste Hessen","false",NULL,"c6197a70-52a4-46d4-9686-255cddb2caac",NULL
1309,"https://www.abgeordnetenwatch.de/profile/johannes-steiniger/archive/214831","Johannes","Steiniger","male","1987-06-18","Gymnasiallehrer für Mathematik und Gemeinschaftskunde","http://www.bundestag.de/blueprint/servlet/image/242058/Hochformat__2x3/177/265/ac9dc4d21f0c3bd03be78c75351051b9/PC/steiniger_johannes_gross.jpg","CDU","Landesliste Rheinland-Pfalz","false",NULL,"c0b47b07-a59a-4b39-8fb5-6ac52bb8ee92",NULL
1310,"https://www.abgeordnetenwatch.de/profile/artur-auernhammer/archive/214965","Artur","Auernhammer","male","1963-03-09","Landwirt","http://www.bundestag.de/blueprint/servlet/image/240718/Hochformat__2x3/177/265/7581b7b59c7f056379cda700d22af821/hg/auernhammer_artur_gross.jpg","CSU","Landesliste Bayern","false",NULL,"353fc716-0dfd-41e5-a1ed-43ce20d85aae",NULL
1311,"https://www.abgeordnetenwatch.de/profile/tobias-zech/archive/214914","Tobias","Zech","male","1981-07-09","Kaufmännischer Angestellter","http://www.bundestag.de/blueprint/servlet/image/241832/Hochformat__2x3/177/265/9010c24bbc960cb8446f021c58bfde50/yR/zech_tobias_gross.jpg","CSU","Landesliste Bayern","false",NULL,"353fc716-0dfd-41e5-a1ed-43ce20d85aae",NULL
1312,"https://www.abgeordnetenwatch.de/profile/dr-silke-launert/archive/214957","Silke","Launert","female","1976-12-27","Juristin","http://www.bundestag.de/blueprint/servlet/image/242038/Hochformat__2x3/177/265/9a1735ea3f7bfda460105fd189ea52ff/lq/launert_silke_gross.jpg","CSU","Landesliste Bayern","false",NULL,"353fc716-0dfd-41e5-a1ed-43ce20d85aae",NULL
1313,"https://www.abgeordnetenwatch.de/profile/kai-whittaker/archive/214866","Kai","Whittaker","male","1985-04-10","Wirtschaftswissenschaftler","http://www.bundestag.de/blueprint/servlet/image/241790/Hochformat__2x3/177/265/68cd1f652d7265d649881436abaa2f2e/fT/whittaker_kai_gross.jpg","CDU",NULL,"true",NULL,NULL,NULL
1314,"https://www.abgeordnetenwatch.de/profile/johann-wadephul/archive/214468","Johann","Wadephul","male","1963-02-10","Rechtsanwalt","http://www.bundestag.de/blueprint/servlet/image/241782/Hochformat__2x3/177/265/2db5620855ad397729fad52082154d62/bt/wadephul_johann_gross.jpg","CDU",NULL,"true",NULL,NULL,NULL
1315,"https://www.abgeordnetenwatch.de/profile/sven-volmering/archive/214687","Sven","Volmering","male","1976-04-15","Oberstudienrat, Politikwissenschaftler","http://www.bundestag.de/blueprint/servlet/image/241734/Hochformat__2x3/177/265/8e573f631a70eddee6ba2ac271eaf33a/MR/volmering_sven_gross.jpg","CDU","Landesliste Nordrhein-Westfalen","false",NULL,"b374691b-ddd5-4c4c-a478-dc15126ccab5",NULL
1316,"https://www.abgeordnetenwatch.de/profile/carsten-trager-0","Carsten","Träger","male","1973-10-25","Abschluss in Politikwissenschaft, Medienwissenschaft und Geschichte","http://www.bundestag.de/blueprint/servlet/image/241714/Hochformat__2x3/177/265/a6095cff45b53f4df34c34bcfdb79a9/fe/traeger_carsten_gross.jpg","SPD","Landesliste Bayern","false",NULL,"353fc716-0dfd-41e5-a1ed-43ce20d85aae",NULL
1317,"https://www.abgeordnetenwatch.de/profile/detlef-seif-0","Detlef","Seif","male","1962-08-15","Jurist","http://www.bundestag.de/blueprint/servlet/image/241668/Hochformat__2x3/177/265/6c5c1ea8e7c5d73463143be28295ec04/kQ/seif_detlef_gross.jpg","CDU","Landesliste Nordrhein-Westfalen","true",NULL,"b374691b-ddd5-4c4c-a478-dc15126ccab5",NULL
1318,"https://www.abgeordnetenwatch.de/profile/johannes-selle/archive/213928","Johannes","Selle","male","1956-01-13","Diplom-Mathematiker","http://www.bundestag.de/blueprint/servlet/image/241642/Hochformat__2x3/177/265/d87c3102508cdfd28813f84079659452/yN/selle_johannes_gross.jpg","CDU","Landesliste Thüringen","true",NULL,"71f8196b-d4ce-4624-879a-47e92523adef",NULL
1319,"https://www.abgeordnetenwatch.de/profile/reinhold-sendker/archive/214696","Reinhold","Sendker","male","1952-10-24","Studiendirektor am Berufskolleg, Diplom-Betriebswirt","http://www.bundestag.de/blueprint/servlet/image/241680/Hochformat__2x3/177/265/ec998d5345701309e122db4a01703607/Jg/sendker_reinhold_gross.jpg","CDU",NULL,"true",NULL,NULL,NULL
1320,"https://www.abgeordnetenwatch.de/profile/patrick-sensburg/archive/214724","Patrick","Sensburg","male","1971-06-25","Hochschulprofessor FHÖV, Münster","http://www.bundestag.de/blueprint/servlet/image/241666/Hochformat__2x3/177/265/8a6557804462cb2816dbae6aa08e1da9/bI/sensburg_patrick_gross.jpg","CDU",NULL,"true",NULL,NULL,NULL
1321,"https://www.abgeordnetenwatch.de/profile/mahmut-ozdemir/archive/216784","Mahmut","Özdemir","male","1987-06-23","Jurist","http://www.bundestag.de/blueprint/servlet/image/241424/Hochformat__2x3/177/265/2a92c0ccdae4c2caada5dbf975277a38/oo/oezdemir_mahmut_gross.jpg","SPD","Landesliste Nordrhein-Westfalen","true",NULL,"b374691b-ddd5-4c4c-a478-dc15126ccab5",NULL
1322,"https://www.abgeordnetenwatch.de/profile/frithjof-schmidt/archive/215167","Frithjof","Schmidt","male","1953-04-17","Sozialwissenschaftler","http://www.bundestag.de/blueprint/servlet/image/241638/Hochformat__2x3/177/265/3abc1c584a5417cdf5b1f426cf5ea220/rZ/schmidt_frithjof_gross.jpg","DIE GRÜNEN","Landesliste Nordrhein-Westfalen","false",NULL,"b374691b-ddd5-4c4c-a478-dc15126ccab5",NULL
1323,"https://www.abgeordnetenwatch.de/profile/patrick-schnieder/archive/214821","Patrick","Schnieder","male","1968-05-01","Bürgermeister a. D.","http://www.bundestag.de/blueprint/servlet/image/241686/Hochformat__2x3/177/265/8116e396a9b882cdeb6f1c9d38de9c94/vl/schnieder_patrick_gross.jpg","CDU","Landesliste Rheinland-Pfalz","true",NULL,"c0b47b07-a59a-4b39-8fb5-6ac52bb8ee92",NULL
1324,"https://www.abgeordnetenwatch.de/profile/bettina-muller-0","Bettina","Müller","female","1959-06-07","Krankenschwester, Rechtsanwältin","http://www.bundestag.de/blueprint/servlet/image/241942/Hochformat__2x3/177/265/6d2b7ef4893565fcb69615082fc5993/fI/mueller_bettina_gross.jpg","SPD","Landesliste Hessen","false",NULL,"c6197a70-52a4-46d4-9686-255cddb2caac",NULL
1325,"https://www.abgeordnetenwatch.de/profile/jan-metzler/archive/214828","Jan","Metzler","male","1981-07-05","Winzer / Dipl.-Betriebswirt (FH)","http://www.bundestag.de/blueprint/servlet/image/241970/Hochformat__2x3/177/265/ea59bf62ab72bd3bd96f2e22c32fbf0c/xN/metzler_jan_gross.jpg","CDU","Landesliste Rheinland-Pfalz","true",NULL,"c0b47b07-a59a-4b39-8fb5-6ac52bb8ee92",NULL
1326,"https://www.abgeordnetenwatch.de/profile/katja-leikert/archive/214774","Katja","Leikert","female","1975-03-03","Wissenschaftliche Mitarbeiterin","http://www.bundestag.de/blueprint/servlet/image/241990/Hochformat__2x3/177/265/6a7c2c81c9fc3d57b26ca0d5a94a9ac3/Sf/leikert_katja_gross.jpg","CDU","Landesliste Hessen","true",NULL,"c6197a70-52a4-46d4-9686-255cddb2caac",NULL
1327,"https://www.abgeordnetenwatch.de/profile/volkmar-klein/archive/214726","Volkmar","Klein","male","1960-01-13","Diplom-Volkswirt","http://www.bundestag.de/blueprint/servlet/image/241218/Hochformat__2x3/177/265/94b5052a0848d10127c8af2b86aefe38/hi/klein_volkmar_gross.jpg","CDU","Landesliste Nordrhein-Westfalen","true",NULL,"b374691b-ddd5-4c4c-a478-dc15126ccab5",NULL
1328,"https://www.abgeordnetenwatch.de/profile/sven-christian-kindler/archive/215049","Sven-Christian","Kindler","male","1985-02-14","Betriebswirt, Controller","http://www.bundestag.de/blueprint/servlet/image/241168/Hochformat__2x3/177/265/b3c45e68b1aecf50afac6f0d68d455b1/fe/kindler_sven_gross.jpg","DIE GRÜNEN","Landesliste Niedersachsen","false",NULL,"a1d9719d-00bb-4b14-a813-41d3e6a939c7",NULL
